id,name,address,phone_number
cst931,something931,somewhere931,931
cst932,something932,somewhere932,932
cst933,something933,somewhere933,933
cst934,something934,somewhere934,934
cst935,something935,somewhere935,935
cst936,something936,somewhere936,936
cst937,something937,somewhere937,937
cst938,something938,somewhere938,938
cst939,something939,somewhere939,939
cst940,something940,somewhere940,940
cst941,something941,somewhere941,941
cst942,something942,somewhere942,942
cst943,something943,somewhere943,943
cst944,something944,somewhere944,944
cst945,something945,somewhere945,945
cst946,something946,somewhere946,946
cst947,something947,somewhere947,947
cst948,something948,somewhere948,948
cst949,something949,somewhere949,949
cst950,something950,somewhere950,950
cst951,something951,somewhere951,951
cst952,something952,somewhere952,952
cst953,something953,somewhere953,953
cst954,something954,somewhere954,954
cst955,something955,somewhere955,955
cst956,something956,somewhere956,956
cst957,something957,somewhere957,957
cst958,something958,somewhere958,958
cst959,something959,somewhere959,959
cst960,something960,somewhere960,960
cst961,something961,somewhere961,961
cst962,something962,somewhere962,962
cst963,something963,somewhere963,963
cst964,something964,somewhere964,964
cst965,something965,somewhere965,965
cst966,something966,somewhere966,966
cst967,something967,somewhere967,967
cst968,something968,somewhere968,968
cst969,something969,somewhere969,969
cst970,something970,somewhere970,970
cst971,something971,somewhere971,971
cst972,something972,somewhere972,972
cst973,something973,somewhere973,973
cst974,something974,somewhere974,974
cst975,something975,somewhere975,975
cst976,something976,somewhere976,976
cst977,something977,somewhere977,977
cst978,something978,somewhere978,978
cst979,something979,somewhere979,979
cst980,something980,somewhere980,980
cst981,something981,somewhere981,981
cst982,something982,somewhere982,982
cst983,something983,somewhere983,983
cst984,something984,somewhere984,984
cst985,something985,somewhere985,985
cst986,something986,somewhere986,986
cst987,something987,somewhere987,987
cst988,something988,somewhere988,988
cst989,something989,somewhere989,989
cst990,something990,somewhere990,990
cst991,something991,somewhere991,991
cst992,something992,somewhere992,992
cst993,something993,somewhere993,993
cst994,something994,somewhere994,994
cst995,something995,somewhere995,995
cst996,something996,somewhere996,996
cst997,something997,somewhere997,997
cst998,something998,somewhere998,998
cst999,something999,somewhere999,999
